,song,name,trackid,trackuri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clust
8324,Alive,Sia,25R5Tdr4K7ENb6umHzdCXn,spotify:track:25R5Tdr4K7ENb6umHzdCXn,0.508,0.762,6,-4.217,0,0.0489,0.254,0.000122,0.108,0.444,99.963,263520,3
8325,Lean On (feat. MØ & DJ Snake),Major Lazer,0BF6mdNROWgYo3O3mNGrBc,spotify:track:0BF6mdNROWgYo3O3mNGrBc,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,3
8326,OMG (feat. Quavo),Camila Cabello,4xBjsLUSjcx2h7PcRikpQp,spotify:track:4xBjsLUSjcx2h7PcRikpQp,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,228893,3
8327,Only Girl (In The World),Rihanna,1VDXQhu7YGdbM6UeEIfsaX,spotify:track:1VDXQhu7YGdbM6UeEIfsaX,0.788,0.71,11,-4.24,0,0.0426,0.113,1.22e-05,0.0638,0.632,125.919,235493,3
8328,All I Know,The Weeknd,0NWqNXBJTpXbkI5rPWNy3p,spotify:track:0NWqNXBJTpXbkI5rPWNy3p,0.467,0.417,8,-10.614,0,0.074,0.421,0.000202,0.102,0.171,120.021,321027,1
8329,Rumor,Lee Brice,56eGOeSsqdg3FLxdo83TwV,spotify:track:56eGOeSsqdg3FLxdo83TwV,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,1
8330,How Would You Feel (Paean),Ed Sheeran,6PJ8FF6UR8FZXfEvpHkIVN,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN,0.617,0.439,9,-5.63,1,0.0269,0.424,0.0,0.127,0.242,139.979,280533,1
8331,Get Ugly,Jason Derulo,1dl3vuXJS9anUXE7XnNP75,spotify:track:1dl3vuXJS9anUXE7XnNP75,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,200492,3
8332,You Make It Easy,Jason Aldean,6EGAfJaLUFzhS4zRBIEQ2J,spotify:track:6EGAfJaLUFzhS4zRBIEQ2J,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,2
8333,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,spotify:track:73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,1
8334,Heatwave (feat. Akon),Robin Schulz,2KMJ5CoxY4ECG9TZyNWmpv,spotify:track:2KMJ5CoxY4ECG9TZyNWmpv,0.702,0.82,7,-4.323,0,0.063,0.196,0.0,0.156,0.52,107.936,187126,3
8335,You Was Right,Lil Uzi Vert,2ANLarE8yHVsLWW21nj79M,spotify:track:2ANLarE8yHVsLWW21nj79M,0.843,0.359,0,-7.417,1,0.461,0.069,0.0,0.12,0.156,81.987,163944,5
8336,You Can't Hurry Love,The Supremes,1OppEieGNdItZbE14gLBEv,spotify:track:1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,167933,4
8337,Best of You,Foo Fighters,5FZxsHWIvUsmSK1IAvm2pp,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627,2
8338,Houdini,Foster The People,5Fli1xRi01bvCjsZvKWro0,spotify:track:5Fli1xRi01bvCjsZvKWro0,0.632,0.908,8,-3.511,1,0.0458,0.00762,0.000172,0.167,0.764,110.024,202467,4
8339,Really Don't Care,Demi Lovato,5vTPxzm4h2bY9rYyVrGEU5,spotify:track:5vTPxzm4h2bY9rYyVrGEU5,0.706,0.728,7,-3.602,1,0.0852,0.123,0.0,0.185,0.851,121.017,201600,4
8340,All I Am,Jess Glynne,4KbXLyluZKq3sTHL8XKsRL,spotify:track:4KbXLyluZKq3sTHL8XKsRL,0.743,0.642,0,-5.402,1,0.0344,0.0473,1.86e-06,0.176,0.523,122.042,219520,4
8341,OOOUUU,Young M.A,7JYsArznYOjX2jsrT3UEnL,spotify:track:7JYsArznYOjX2jsrT3UEnL,0.635,0.847,7,-3.152,1,0.447,0.533,0.0,0.154,0.568,166.072,234650,5
8342,Forever (feat. Post Malone & Clever),Justin Bieber,2ZlCGeK30BLRNSPC832pNZ,spotify:track:2ZlCGeK30BLRNSPC832pNZ,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98,219933,3
8343,Telepathy,BTS,2FVpOsjT1iquZ3SpCjZ9Ne,spotify:track:2FVpOsjT1iquZ3SpCjZ9Ne,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,202313,3
8344,True Friends,Bring Me The Horizon,1KTJmfwrk5pYqsi9mkY3nT,spotify:track:1KTJmfwrk5pYqsi9mkY3nT,0.419,0.938,7,-3.12,1,0.0837,0.000683,0.0,0.114,0.333,160.151,232320,2
8345,Waterfalls,TLC,6qspW4YKycviDFjHBOaqUY,spotify:track:6qspW4YKycviDFjHBOaqUY,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,279507,4
8346,Thot Shit,Megan Thee Stallion,5zNW5ARjYhJQJz1AChP33n,spotify:track:5zNW5ARjYhJQJz1AChP33n,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,184635,4
8347,do re mi,blackbear,3Q3myFA7q4Op95DOpHplaY,spotify:track:3Q3myFA7q4Op95DOpHplaY,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027,4
8348,Tired of Being Alone,Al Green,10vkYRKw6Jjr7try1ir50G,spotify:track:10vkYRKw6Jjr7try1ir50G,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,172320,4
8349,I Found You,Andy Grammer,3CAqTfkRgmImhxYDjyL6S7,spotify:track:3CAqTfkRgmImhxYDjyL6S7,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97,151734,4
8350,Every Breath You Take - Remastered 2003,The Police,2sXp9Qmvc7mRaDBjBgcGGi,spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387,253887,4
8351,Sing For The Moment,Eminem,3CpoeW0cZSDzIRv5z34F87,spotify:track:3CpoeW0cZSDzIRv5z34F87,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547,2
8352,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,5UwbnHhjnbinJH8TefuQfN,spotify:track:5UwbnHhjnbinJH8TefuQfN,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,199200,4
8353,Ordinary Life,The Weeknd,15k2nBQJ0teDmPZHrOXL2N,spotify:track:15k2nBQJ0teDmPZHrOXL2N,0.537,0.587,7,-7.486,0,0.0771,0.0275,0.0,0.0961,0.365,149.748,221920,3
8354,ZEZE (feat. Travis Scott & Offset),Kodak Black,0FZ4Dmg8jJJAPJnvBIzD9z,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,3
8355,I Hate Everything About You,Three Days Grace,0M955bMOoilikPXwKLYpoi,spotify:track:0M955bMOoilikPXwKLYpoi,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,231480,3
8356,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,7nemcVsXVFZF01iqpIIo2Y,spotify:track:7nemcVsXVFZF01iqpIIo2Y,0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,301227,2
8357,GOOBA,6ix9ine,4NhDYoQTYCdWHTvlbGVgwo,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,132303,5
8358,Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,spotify:track:0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,3
8359,Sad Song (feat. Elena Coats),We The Kings,05CrK6Q5VGtfPDtyQFJ4Kf,spotify:track:05CrK6Q5VGtfPDtyQFJ4Kf,0.512,0.526,1,-5.44,1,0.0251,0.0724,0.0,0.0675,0.249,85.024,226330,4
8360,Bonita,J Balvin,0atfY1ew83Ql9nNnJiD2t5,spotify:track:0atfY1ew83Ql9nNnJiD2t5,0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,0.869,96.038,265747,3
8361,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,13EW51DKru044OJDJ9Bm8o,spotify:track:13EW51DKru044OJDJ9Bm8o,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,153147,3
8362,Hurts Like Hell (feat. Offset),Madison Beer,3WefHNGtjexZvi66ZEx9u4,spotify:track:3WefHNGtjexZvi66ZEx9u4,0.704,0.56,1,-6.791,0,0.179,0.185,0.0,0.0948,0.609,75.003,207109,3
8363,Fortunate Son,Creedence Clearwater Revival,4BP3uh0hFLFRb5cjsgLqDh,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
8364,I Bet,Ciara,20lNo44eUUCnyNNInzwkv9,spotify:track:20lNo44eUUCnyNNInzwkv9,0.743,0.618,8,-7.227,1,0.0732,0.076,0.0,0.0731,0.285,129.034,287933,4
8365,Freak On a Leash,Korn,6W21LNLz9Sw7sUSNWMSHRu,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,255733,2
8366,Time After Time,Cyndi Lauper,7o9uu2GDtVDr9nsR7ZRN73,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,241333,1
8367,Candy Shop,50 Cent,5D2mYZuzcgjpchVY1pmTPh,spotify:track:5D2mYZuzcgjpchVY1pmTPh,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107,5
8368,Mariners Apartment Complex,Lana Del Rey,6OG05bPAwUuV3OMvy2Vy1P,spotify:track:6OG05bPAwUuV3OMvy2Vy1P,0.531,0.252,9,-12.765,1,0.028,0.763,0.000133,0.104,0.159,76.054,247150,1
8369,You,Regard,2cc8Sw1OnCuA5bV8nqWqpE,spotify:track:2cc8Sw1OnCuA5bV8nqWqpE,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,233386,4
8370,Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,spotify:track:5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
8371,Elastic Heart,Sia,6kwAbEjseqBob48jCus7Sz,spotify:track:6kwAbEjseqBob48jCus7Sz,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200,2
8372,We are Bulletproof : the Eternal,BTS,44WLOqH7QayQOQdeUHeKUK,spotify:track:44WLOqH7QayQOQdeUHeKUK,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,0.19,84.047,261543,3
8373,Wannabe,Spice Girls,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4
8374,Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,2
8375,Look At Me!,XXXTENTACION,6eYxmK9fdL4hwLnXG2zY3s,spotify:track:6eYxmK9fdL4hwLnXG2zY3s,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,5
8376,Shotta Flow,NLE Choppa,431dK0LJEvFi2KtmSK5HPX,spotify:track:431dK0LJEvFi2KtmSK5HPX,0.888,0.43,9,-6.728,1,0.588,0.0785,1.58e-06,0.132,0.45,120.083,160013,5
8377,Scars To Your Beautiful,Alessia Cara,0prNGof3XqfTvNDxHonvdK,spotify:track:0prNGof3XqfTvNDxHonvdK,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227,4
8378,Farmer's Daughter,Rodney Atkins,5zGqTc1WQUe8XqqdnrpKTV,spotify:track:5zGqTc1WQUe8XqqdnrpKTV,0.612,0.791,6,-3.519,1,0.0291,0.224,0.0,0.112,0.786,133.977,207040,4
8379,Space Oddity - 2015 Remaster,David Bowie,72Z17vmmeQKAg8bptWvpVG,spotify:track:72Z17vmmeQKAg8bptWvpVG,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,318027,1
8380,Up,NAV,5qbcsZMwL0x46sX7VO37Ye,spotify:track:5qbcsZMwL0x46sX7VO37Ye,0.66,0.491,8,-6.645,0,0.101,0.0338,0.0,0.101,0.376,154.132,199520,3
8381,Written in the Stars (feat. Eric Turner),Tinie Tempah,5e0dZqrrTaoj6AIL7VjnBM,spotify:track:5e0dZqrrTaoj6AIL7VjnBM,0.619,0.971,7,-3.045,1,0.13,0.0526,0.0,0.196,0.295,122.552,207600,2
8382,10 Freaky Girls (with 21 Savage),Metro Boomin,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,5
8383,Love Is A Losing Game,Amy Winehouse,570ZDO2Lmh6NQChOU5xPUL,spotify:track:570ZDO2Lmh6NQChOU5xPUL,0.48,0.561,0,-5.874,1,0.027,0.317,0.00641,0.184,0.541,164.791,154160,2
8384,All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,John Legend,3OgesRs9A97HaLMZEWBM9a,spotify:track:3OgesRs9A97HaLMZEWBM9a,0.606,0.72,5,-6.253,0,0.0283,0.000151,0.00165,0.0743,0.179,127.986,251613,3
8385,Sick Boy,The Chainsmokers,58kZ9spgxmlEznXGu6FPdQ,spotify:track:58kZ9spgxmlEznXGu6FPdQ,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,193200,3
8386,Say It (feat. Tove Lo),Flume,5aOpzm8W8zysk4asB9hxJw,spotify:track:5aOpzm8W8zysk4asB9hxJw,0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963,262521,3
8387,Can I Call You Tonight?,Dayglow,64lsIF5pw0sJY0gV5kz0RN,spotify:track:64lsIF5pw0sJY0gV5kz0RN,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769,0
8388,Get Busy,Sean Paul,5qTvkDrSfvwDv6RBjjcfQr,spotify:track:5qTvkDrSfvwDv6RBjjcfQr,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,211666,3
8389,As Long As You Love Me,Justin Bieber,11KJijjzHTyOQy0y9rhRTk,spotify:track:11KJijjzHTyOQy0y9rhRTk,0.571,0.873,0,-3.382,0,0.0997,0.0807,0.0,0.361,0.613,139.691,229467,3
8390,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,4ieCzIuNJAzTcDDu3DX2VC,spotify:track:4ieCzIuNJAzTcDDu3DX2VC,0.728,0.69,8,-4.344,0,0.0524,0.0164,0.0,0.104,0.415,94.028,221153,3
8391,Rise,Jonas Blue,3u1S1OmAUhx5DRlLrXqyp3,spotify:track:3u1S1OmAUhx5DRlLrXqyp3,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,194408,4
8392,She Will Be Loved,Maroon 5,7sapKrjDij2fpDVj0GxP66,spotify:track:7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,257133,3
8393,Drive By,Train,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,3
8394,Don't Call Me Up,Mabel,5WHTFyqSii0lmT9R21abT8,spotify:track:5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
8395,Bleed It Out,Linkin Park,0UFDKFqW2oGspYeYqo9wjA,spotify:track:0UFDKFqW2oGspYeYqo9wjA,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,166373,3
8396,Break My Stride,Matthew Wilder,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,184480,4
8397,No Church In The Wild,JAY-Z,3Osd3Yf8K73aj4ySn6LrvK,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,272507,3
8398,Blue Monday,New Order,6hHc7Pks7wtBIW8Z6A0iFq,spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,0
8399,The London (feat. J. Cole & Travis Scott),Young Thug,3s4mrPrEFFPF0LmAfutW0n,spotify:track:3s4mrPrEFFPF0LmAfutW0n,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,5
8400,Goodbye My Lover,James Blunt,6gxycjJNMgmAyfzUXBN80P,spotify:track:6gxycjJNMgmAyfzUXBN80P,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,258653,1
8401,Breaking Me,Topic,3H7ihDc1dqLriiWXwsc2po,spotify:track:3H7ihDc1dqLriiWXwsc2po,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,166794,5
8402,Dancin - Krono Remix,Various Artists,4IlqQhaxrGPxmg35YcXXuS,spotify:track:4IlqQhaxrGPxmg35YcXXuS,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0333,0.1,0.28,119.983,256000,3
8403,Somebody To Love - Remastered 2011,Queen,6cFZ4PLC19taNlpl9pbGMf,spotify:track:6cFZ4PLC19taNlpl9pbGMf,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,296493,2
8404,Solo (feat. Demi Lovato),Clean Bandit,3NuK5xMlSlB6K2Qp16zf3h,spotify:track:3NuK5xMlSlB6K2Qp16zf3h,0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,222707,3
8405,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,0hy1SOTEn9ifXTzOwnCwEr,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,223973,3
8406,Bitch Please II,Eminem,7lgvU7WnwcNZ8dbGUz8yhP,spotify:track:7lgvU7WnwcNZ8dbGUz8yhP,0.918,0.586,1,-2.89,1,0.133,0.0783,0.0,0.145,0.779,95.517,288200,4
8407,La La La,Naughty Boy,36pLU2ywVeBKEF0rrKtmCB,spotify:track:36pLU2ywVeBKEF0rrKtmCB,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,222200,3
8408,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,3
8409,Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,spotify:track:0mel2N9Ws9r4yLQn5QE21Y,0.653,0.378,5,-8.273,1,0.0533,0.658,0.0,0.177,0.54,91.835,201000,1
8410,Sky Walker (feat. Travis Scott),Miguel,5WoaF1B5XIEnWfmb5NZikf,spotify:track:5WoaF1B5XIEnWfmb5NZikf,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,259333,1
8411,Go Your Own Way - 2004 Remaster,Fleetwood Mac,4xh7W7tlNMIczFhupCPniY,spotify:track:4xh7W7tlNMIczFhupCPniY,0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,223613,4
8412,Ice Tray,Quality Control,3wdfLVUhmX64lIyWIIEW8s,spotify:track:3wdfLVUhmX64lIyWIIEW8s,0.89,0.504,8,-5.444,0,0.123,0.023,0.0,0.123,0.222,129.969,213613,3
8413,Fallin' All In You,Shawn Mendes,49u62ZMTXz91U8V4uXaJ4q,spotify:track:49u62ZMTXz91U8V4uXaJ4q,0.856,0.481,8,-6.761,1,0.038,0.414,0.0,0.111,0.761,92.031,235760,4
8414,YOSEMITE,Travis Scott,7lAK3oHbfEnvUQWosrMMpR,spotify:track:7lAK3oHbfEnvUQWosrMMpR,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4
8415,No Favors,Big Sean,1MksGqIztTT6M9R1ErKVs8,spotify:track:1MksGqIztTT6M9R1ErKVs8,0.482,0.781,11,-5.334,1,0.411,0.629,2.87e-06,0.413,0.336,57.967,325840,5
8416,Cough Syrup,Young the Giant,1UqhkbzB1kuFwt2iy4h29Q,spotify:track:1UqhkbzB1kuFwt2iy4h29Q,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,249520,3
8417,Take My Breath,The Weeknd,6M3PsepEj5gyJoIi7Xvr7u,spotify:track:6M3PsepEj5gyJoIi7Xvr7u,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,220196,4
8418,You Can't Hurry Love - 2016 Remaster,Phil Collins,4YwbSZaYeYja8Umyt222Qf,spotify:track:4YwbSZaYeYja8Umyt222Qf,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,175747,4
8419,Ayy Macarena,Tyga,6LcauUZjF1eXQrgqMUecHX,spotify:track:6LcauUZjF1eXQrgqMUecHX,0.816,0.629,2,-5.568,1,0.226,0.133,0.0,0.0692,0.714,96.493,131607,5
8420,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,0fg8CqpjdojMyXLNzM2PaJ,spotify:track:0fg8CqpjdojMyXLNzM2PaJ,0.803,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005,203180,3
8421,Sweet Lovin' - Original Mix,Sigala,5Y3LTdywsMjLsuwTmNWGVO,spotify:track:5Y3LTdywsMjLsuwTmNWGVO,0.685,0.909,10,-1.214,1,0.0584,0.0573,3.88e-06,0.33,0.675,124.963,203387,4
8422,Don't Stop - 2004 Remaster,Fleetwood Mac,3CPeWqqaHR0hmyfsWhMJQs,spotify:track:3CPeWqqaHR0hmyfsWhMJQs,0.672,0.72,9,-7.781,1,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,193347,4
8423,When The Sun Goes Down,Arctic Monkeys,0ZRrJTPXDToRJ2iLo9oLrW,spotify:track:0ZRrJTPXDToRJ2iLo9oLrW,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,202133,2
8424,Start Me Up - Remastered 2009,The Rolling Stones,7HKez549fwJQDzx3zLjHKC,spotify:track:7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4
8425,ONE BEER (feat. Lauren Alaina & Devin Dawson),HIXTAPE,5FmvaZGd6fulojSToozLRD,spotify:track:5FmvaZGd6fulojSToozLRD,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,173173,4
8426,My Sacrifice,Creed,2VSbEXqs6NbNiZSTcHlIDR,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,294600,2
8427,Dead To Me,Kali Uchis,6LOZws7T3jqZz78unPgFF9,spotify:track:6LOZws7T3jqZz78unPgFF9,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,199506,3
8428,Si Tú La Ves (feat. Wisin),Nicky Jam,4yN6xPLopmTLvc27pO9LIE,spotify:track:4yN6xPLopmTLvc27pO9LIE,0.685,0.731,5,-5.119,0,0.093,0.204,0.0,0.0722,0.786,177.912,221027,3
8429,New Americana,Halsey,7ax0KTiQf6EWa59S3iQwHI,spotify:track:7ax0KTiQf6EWa59S3iQwHI,0.444,0.711,0,-5.106,0,0.0327,0.0119,0.0,0.34,0.371,86.976,183808,3
8430,This Bar,Morgan Wallen,5WPNqF4diE0xdnGTEBOUM3,spotify:track:5WPNqF4diE0xdnGTEBOUM3,0.553,0.884,2,-5.306,1,0.0771,0.0921,0.00033,0.0463,0.248,110.074,185280,2
8431,Angel,Theory of a Deadman,2qJkesdHu9sMMVFgkRkqhQ,spotify:track:2qJkesdHu9sMMVFgkRkqhQ,0.443,0.844,11,-5.414,0,0.0425,0.00251,0.0,0.085,0.452,76.001,202213,3
8432,Take Back Home Girl (feat. Tori Kelly),Chris Lane,0N9uZRrJQ3lO5TmInEjLxc,spotify:track:0N9uZRrJQ3lO5TmInEjLxc,0.493,0.796,11,-3.971,1,0.0691,0.39,0.0,0.0957,0.644,159.988,212107,2
8433,All On Me,Devin Dawson,2mfahQ0EaaZWq4cFNg6A1o,spotify:track:2mfahQ0EaaZWq4cFNg6A1o,0.634,0.668,5,-5.488,1,0.0291,0.14,0.0,0.216,0.635,80.989,224627,4
8434,The Judge,Twenty One Pilots,1lguQJjlNrIOoOylYVZN3M,spotify:track:1lguQJjlNrIOoOylYVZN3M,0.423,0.797,0,-4.659,1,0.124,0.177,0.0,0.137,0.592,82.617,297760,4
8435,Here,Alessia Cara,1wYZZtamWTQAoj8B812uKQ,spotify:track:1wYZZtamWTQAoj8B812uKQ,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,199453,2
8436,Run This Town,JAY-Z,7LR85XLWw2yXqKBSI5brbG,spotify:track:7LR85XLWw2yXqKBSI5brbG,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,267520,5
8437,Read My Mind,The Killers,7cX4PJz1old9fyFI8RlfgW,spotify:track:7cX4PJz1old9fyFI8RlfgW,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,246840,2
8438,Ride,Lana Del Rey,3l2S2RkGG4lbh7WqmCV3NB,spotify:track:3l2S2RkGG4lbh7WqmCV3NB,0.373,0.686,0,-5.52,1,0.034,0.128,1.96e-06,0.383,0.189,93.763,289080,2
8439,Feel Good (feat. Daya),Gryffin,0Ev562zA4pmUsBqjxsxxdx,spotify:track:0Ev562zA4pmUsBqjxsxxdx,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,248156,4
